Route,MonthStart,Equipment,Flights,AvgTOW_kg,TotalTOW_kg,FuelBurnKg
VCP -> LDB,2025-06-01,ATR,28,21476.10714285714,601331,21271
VCP -> LDB,2025-06-01,E1,15,43539.6,653094,27887
VCP -> LDB,2025-06-01,A320,1,59162.0,59162,1716
VCP -> LDB,2025-07-01,ATR,37,21359.027027027027,790284,27366
VCP -> LDB,2025-07-01,E1,4,41365.25,165461,6903
VCP -> LDB,2025-08-01,ATR,50,21332.8,1066640,38226
VCP -> LDB,2025-08-01,E1,2,39823.5,79647,3504
VCP -> LDB,2025-09-01,ATR,50,21305.46,1065273,36488
VCP -> LDB,2025-09-01,E1,7,41253.857142857145,288777,11753
VCP -> LDB,2025-10-01,E1,58,42575.637931034486,2469387,101278
VCP -> LDB,2025-10-01,ATR,8,21781.5,174252,6326
VCP -> LDB,2025-10-01,E2,5,49749.4,248747,7052
VCP -> LDB,2025-11-01,E1,17,43457.58823529412,738779,31014
VCP -> LDB,2025-11-01,E2,2,49436.5,98873,2615
VCP -> LDB,2025-11-01,ATR,1,19694.0,19694,798
VCP -> MAB,2024-01-01,E1,1,39831.0,39831,7455
VCP -> MAO,2024-01-01,A320,33,73906.81818181818,2438925,260778
VCP -> MAO,2024-01-01,A321,27,85644.37037037036,2312398,243196
VCP -> MAO,2024-01-01,E1,10,46354.5,463545,73626
VCP -> MAO,2024-02-01,A320,39,73540.17948717948,2868067,303078
VCP -> MAO,2024-02-01,A321,17,82800.05882352941,1407601,148597
VCP -> MAO,2024-02-01,E1,15,46804.933333333334,702074,108100
VCP -> MAO,2024-02-01,E2,1,60429.0,60429,7011
VCP -> MAO,2024-03-01,A320,48,71096.0,3412608,359176
VCP -> MAO,2024-03-01,A321,17,80232.41176470589,1363951,145360
VCP -> MAO,2024-03-01,E1,10,45640.1,456401,69860
VCP -> MAO,2024-04-01,A320,59,70260.18644067796,4145351,435260
VCP -> MAO,2024-04-01,E1,18,45503.22222222222,819058,125215
VCP -> MAO,2024-04-01,A321,13,80359.38461538461,1044672,109929
VCP -> MAO,2024-04-01,E2,1,60214.0,60214,6452
VCP -> MAO,2024-05-01,A320,60,71264.3,4275858,455977
VCP -> MAO,2024-05-01,E1,23,45703.608695652176,1051183,163093
VCP -> MAO,2024-05-01,A321,18,84724.33333333333,1525038,162098
VCP -> MAO,2024-06-01,A320,47,71896.40425531915,3379131,356390
VCP -> MAO,2024-06-01,A321,27,83100.25925925926,2243707,234259
VCP -> MAO,2024-06-01,E1,17,46538.882352941175,791161,124281
VCP -> MAO,2024-07-01,A320,54,71047.64814814815,3836573,410248
VCP -> MAO,2024-07-01,A321,22,84060.81818181818,1849338,197056
VCP -> MAO,2024-07-01,E1,14,44655.92857142857,625183,97756
VCP -> MAO,2024-07-01,E2,1,59062.0,59062,6581
VCP -> MAO,2024-08-01,A320,46,71952.21739130435,3309802,351527
VCP -> MAO,2024-08-01,A321,18,81025.77777777778,1458464,155666
VCP -> MAO,2024-08-01,E1,5,44979.2,224896,34941
VCP -> MAO,2024-09-01,A320,47,72764.46808510639,3419930,359960
VCP -> MAO,2024-09-01,A321,22,81967.36363636363,1803282,190821
VCP -> MAO,2024-09-01,E1,6,45597.166666666664,273583,43058
VCP -> MAO,2024-09-01,E2,2,59664.5,119329,12490
VCP -> MAO,2024-10-01,A320,46,72002.73913043478,3312126,351137
VCP -> MAO,2024-10-01,A321,20,82781.8,1655636,173937
VCP -> MAO,2024-10-01,E1,5,45405.8,227029,35716
VCP -> MAO,2024-11-01,A320,50,73068.62,3653431,379113
VCP -> MAO,2024-11-01,A321,21,84385.57142857143,1772097,184429
VCP -> MAO,2024-11-01,E1,3,44463.0,133389,20098
VCP -> MAO,2024-12-01,A320,47,72620.78723404255,3413177,352168
VCP -> MAO,2024-12-01,A321,18,85212.94444444444,1533833,158886
VCP -> MAO,2024-12-01,E1,4,44005.75,176023,26915
VCP -> MAO,2025-01-01,A320,48,72519.1875,3480921,358896
VCP -> MAO,2025-01-01,A321,26,85317.15384615384,2218246,228751
VCP -> MAO,2025-01-01,E1,8,45010.125,360081,54949
VCP -> MAO,2025-02-01,A320,46,72358.69565217392,3328500,348155
VCP -> MAO,2025-02-01,A321,20,83969.8,1679396,175369
VCP -> MAO,2025-02-01,E1,3,45988.666666666664,137966,20785
VCP -> MAO,2025-02-01,E2,1,59817.0,59817,6254
VCP -> MAO,2025-03-01,A320,50,71768.28,3588414,375672
VCP -> MAO,2025-03-01,A321,22,83077.59090909091,1827707,191230
VCP -> MAO,2025-04-01,A320,46,71247.95652173914,3277406,344101
VCP -> MAO,2025-04-01,A321,13,82132.38461538461,1067721,113641
VCP -> MAO,2025-05-01,A320,52,72257.65384615384,3757398,400060
VCP -> MAO,2025-05-01,A321,18,81319.05555555556,1463743,156225
VCP -> MAO,2025-05-01,E1,1,41782.0,41782,6890
VCP -> MAO,2025-06-01,A320,45,71954.42222222222,3237949,347947
VCP -> MAO,2025-06-01,A321,25,83910.16,2097754,224767
VCP -> MAO,2025-07-01,A320,56,72234.69642857143,4045143,432948
VCP -> MAO,2025-07-01,A321,29,84827.1724137931,2459988,263997
VCP -> MAO,2025-08-01,A320,50,72110.32,3605516,391399
VCP -> MAO,2025-08-01,A321,25,83276.64,2081916,226469
VCP -> MAO,2025-09-01,A320,62,71893.29032258065,4457384,472148
VCP -> MAO,2025-09-01,A321,28,82493.85714285714,2309828,243846
VCP -> MAO,2025-10-01,A320,45,72009.37777777777,3240422,344900
VCP -> MAO,2025-10-01,A321,27,81825.92592592593,2209300,235469
VCP -> MAO,2025-11-01,A320,18,71512.44444444444,1287224,137085
VCP -> MAO,2025-11-01,A321,8,83666.5,669332,71782
VCP -> MCP,2024-02-01,E1,1,40215.0,40215,6957
VCP -> MCP,2025-08-01,A320,1,57519.0,57519,6113
VCP -> MCZ,2024-01-01,A320,39,67061.76923076923,2615409,210644
VCP -> MCZ,2024-01-01,E2,2,53935.0,107870,9022
VCP -> MCZ,2024-01-01,A321,1,76471.0,76471,6224
VCP -> MCZ,2024-02-01,A320,32,65267.5625,2088562,165362
VCP -> MCZ,2024-02-01,E2,1,56108.0,56108,4659
VCP -> MCZ,2024-03-01,A320,35,67558.31428571428,2364541,186998
VCP -> MCZ,2024-03-01,E2,2,55064.5,110129,9017
VCP -> MCZ,2024-04-01,A320,27,68624.88888888889,1852872,145400
VCP -> MCZ,2024-04-01,A321,1,73035.0,73035,5754
VCP -> MCZ,2024-04-01,E2,1,55507.0,55507,4382
VCP -> MCZ,2024-05-01,A320,29,67144.37931034483,1947187,153262
VCP -> MCZ,2024-05-01,A321,1,77875.0,77875,5769
VCP -> MCZ,2024-06-01,A320,31,67438.2258064516,2090585,163471
VCP -> MCZ,2024-06-01,A321,1,73266.0,73266,5707
VCP -> MCZ,2024-07-01,A320,37,65470.83783783784,2422421,187709
VCP -> MCZ,2024-07-01,E2,16,53353.4375,853655,67265
VCP -> MCZ,2024-07-01,E1,2,46833.0,93666,10803
VCP -> MCZ,2024-08-01,A320,33,66833.0,2205489,174323
VCP -> MCZ,2024-08-01,E2,8,54774.375,438195,35757
VCP -> MCZ,2024-08-01,E1,2,47168.0,94336,10821
VCP -> MCZ,2024-09-01,A320,25,66511.4,1662785,129449
VCP -> MCZ,2024-09-01,E2,5,54919.0,274595,21477
VCP -> MCZ,2024-10-01,A320,29,67341.0,1952889,150291
VCP -> MCZ,2024-10-01,E2,3,54678.333333333336,164035,12889
VCP -> MCZ,2024-10-01,E1,1,46933.0,46933,5255
VCP -> MCZ,2024-11-01,A320,36,67353.25,2424717,188286
VCP -> MCZ,2024-11-01,E2,5,54296.4,271482,21385
VCP -> MCZ,2024-11-01,E1,2,48111.0,96222,10937
VCP -> MCZ,2024-12-01,A320,61,67651.08196721312,4126716,318646
VCP -> MCZ,2024-12-01,E2,5,55487.4,277437,21972
VCP -> MCZ,2024-12-01,E1,2,48029.5,96059,11165
VCP -> MCZ,2025-01-01,A320,78,66152.91025641025,5159927,403177
VCP -> MCZ,2025-01-01,E2,5,54100.8,270504,22473
VCP -> MCZ,2025-01-01,E1,1,48433.0,48433,6060
VCP -> MCZ,2025-02-01,A320,39,67081.56410256411,2616181,207435
VCP -> MCZ,2025-02-01,E2,1,53627.0,53627,4287
VCP -> MCZ,2025-03-01,A320,44,67171.0,2955524,231993
VCP -> MCZ,2025-03-01,E2,5,55259.4,276297,22065
VCP -> MCZ,2025-04-01,A320,35,66629.62857142858,2332037,178697
VCP -> MCZ,2025-04-01,E2,6,54765.166666666664,328591,25865
VCP -> MCZ,2025-04-01,E1,1,47641.0,47641,5369
VCP -> MCZ,2025-05-01,A320,36,66480.80555555556,2393309,182295
VCP -> MCZ,2025-05-01,E2,8,54880.125,439041,34604
VCP -> MCZ,2025-05-01,E1,1,48208.0,48208,5562
VCP -> MCZ,2025-06-01,A320,40,66490.6,2659624,204384
VCP -> MCZ,2025-06-01,E2,7,54825.71428571428,383780,29738
VCP -> MCZ,2025-07-01,A320,64,66262.9375,4240828,326222
VCP -> MCZ,2025-07-01,E2,7,54703.28571428572,382923,29650
VCP -> MCZ,2025-07-01,E1,1,47773.0,47773,5576
VCP -> MCZ,2025-08-01,A320,40,65843.85,2633754,201254
VCP -> MCZ,2025-08-01,E2,2,54395.5,108791,9050
VCP -> MCZ,2025-09-01,A320,50,66787.2,3339360,254917
VCP -> MCZ,2025-09-01,E2,12,54662.0,655944,52063
VCP -> MCZ,2025-09-01,E1,2,47871.0,95742,11188
VCP -> MCZ,2025-10-01,A320,29,66933.27586206897,1941065,148803
VCP -> MCZ,2025-10-01,E2,5,53858.2,269291,20604
VCP -> MCZ,2025-11-01,A320,12,67312.66666666667,807752,61352
VCP -> MDZ,2024-05-01,A320,2,65977.0,131954,14628
VCP -> MDZ,2025-06-01,A320,5,69573.8,347869,38455
VCP -> MDZ,2025-07-01,A320,11,69322.09090909091,762543,84026
VCP -> MDZ,2025-08-01,A320,9,66779.66666666667,601017,66045
VCP -> MGF,2024-01-01,ATR,41,21966.90243902439,900643,35597
VCP -> MGF,2024-01-01,E1,5,43872.2,219361,10134
VCP -> MGF,2024-01-01,A320,1,58197.0,58197,1895
VCP -> MGF,2024-01-01,E2,1,55089.0,55089,1848
VCP -> MGF,2024-02-01,E1,15,43508.666666666664,652630,27438
VCP -> MGF,2024-02-01,E2,13,52482.07692307692,682267,20863
VCP -> MGF,2024-02-01,ATR,9,21416.444444444445,192748,7562
VCP -> MGF,2024-02-01,A320,1,56691.0,56691,1788
VCP -> MGF,2024-03-01,ATR,14,22127.571428571428,309786,12234
VCP -> MGF,2024-03-01,E1,13,44592.53846153846,579703,27453
VCP -> MGF,2024-03-01,E2,12,51551.333333333336,618616,18202
VCP -> MGF,2024-03-01,A320,5,61732.0,308660,9648
VCP -> MGF,2024-04-01,E1,49,44615.183673469386,2186144,99717
VCP -> MGF,2024-04-01,ATR,13,22112.076923076922,287457,11384
VCP -> MGF,2024-04-01,E2,5,51686.6,258433,8352
VCP -> MGF,2024-04-01,A320,3,59452.333333333336,178357,5682
VCP -> MGF,2024-05-01,E1,38,45293.39473684211,1721149,82921
VCP -> MGF,2024-05-01,ATR,4,22578.0,90312,3760
VCP -> MGF,2024-05-01,A320,1,62777.0,62777,1947
VCP -> MGF,2024-05-01,E2,1,53729.0,53729,1620
VCP -> MGF,2024-06-01,E1,44,45096.431818181816,1984243,90532
VCP -> MGF,2024-06-01,ATR,16,22078.3125,353253,14469
VCP -> MGF,2024-06-01,E2,2,50717.5,101435,3274
VCP -> MGF,2024-06-01,A320,1,61934.0,61934,2007
VCP -> MGF,2024-07-01,E1,45,44545.46666666667,2004546,95361
VCP -> MGF,2024-07-01,ATR,10,21659.8,216598,10381
VCP -> MGF,2024-07-01,A320,7,62182.57142857143,435278,16308
VCP -> MGF,2024-07-01,E2,6,53242.666666666664,319456,10678
VCP -> MGF,2024-08-01,E1,50,44857.64,2242882,104904
VCP -> MGF,2024-08-01,ATR,4,22143.5,88574,3731
VCP -> MGF,2024-08-01,A320,1,60537.0,60537,1974
VCP -> MGF,2024-08-01,E2,1,53688.0,53688,1739
VCP -> MGF,2024-09-01,E1,60,44982.98333333333,2698979,124318
VCP -> MGF,2024-09-01,ATR,5,21954.2,109771,4424
VCP -> MGF,2024-09-01,E2,3,52417.333333333336,157252,5099
VCP -> MGF,2024-10-01,ATR,72,22137.652777777777,1593911,66356
VCP -> MGF,2024-10-01,E1,4,44193.5,176774,8286
VCP -> MGF,2024-10-01,E2,2,48870.5,97741,3388
VCP -> MGF,2024-11-01,E1,37,45589.91891891892,1686827,76513
VCP -> MGF,2024-11-01,ATR,26,22142.03846153846,575693,24246
VCP -> MGF,2024-11-01,E2,2,52396.5,104793,3370
VCP -> MGF,2024-11-01,A320,1,66410.0,66410,3873
VCP -> MGF,2024-12-01,ATR,69,22167.623188405796,1529566,62651
VCP -> MGF,2024-12-01,E1,4,44130.75,176523,8355
VCP -> MGF,2024-12-01,E2,1,53247.0,53247,1624
VCP -> MGF,2025-01-01,ATR,78,21994.73076923077,1715589,68274
VCP -> MGF,2025-02-01,ATR,59,22183.949152542373,1308853,51309
VCP -> MGF,2025-02-01,E1,6,42285.0,253710,10029
VCP -> MGF,2025-02-01,E2,1,49603.0,49603,1446
VCP -> MGF,2025-03-01,ATR,58,22005.0,1276290,50460
VCP -> MGF,2025-03-01,E1,2,41817.0,83634,3936
VCP -> MGF,2025-03-01,A320,1,57291.0,57291,1938
VCP -> MGF,2025-04-01,ATR,78,22005.384615384617,1716420,72146
VCP -> MGF,2025-04-01,E1,3,43401.666666666664,130205,6097
VCP -> MGF,2025-05-01,ATR,76,22128.78947368421,1681788,66924
VCP -> MGF,2025-05-01,E1,4,44055.5,176222,8432
VCP -> MGF,2025-05-01,E2,3,49097.333333333336,147292,4719
VCP -> MGF,2025-06-01,ATR,80,22129.3875,1770351,76681
VCP -> MGF,2025-06-01,E1,4,44236.75,176947,8592
VCP -> MGF,2025-06-01,E2,1,54007.0,54007,3510
VCP -> MGF,2025-07-01,ATR,78,22092.5,1723215,69604
VCP -> MGF,2025-07-01,E1,2,42418.0,84836,4081
VCP -> MGF,2025-08-01,ATR,85,22160.647058823528,1883655,76409
VCP -> MGF,2025-08-01,E1,5,42286.4,211432,9622
VCP -> MGF,2025-09-01,ATR,89,22174.573033707864,1973537,79644
VCP -> MGF,2025-09-01,E1,9,43815.77777777778,394342,19863
VCP -> MGF,2025-09-01,E2,2,53657.0,107314,3420
VCP -> MGF,2025-10-01,ATR,23,22108.478260869564,508495,21431
VCP -> MGF,2025-10-01,E1,23,45495.217391304344,1046390,48421
VCP -> MGF,2025-11-01,E1,8,45573.25,364586,17019
VCP -> MGF,2025-11-01,ATR,7,21593.85714285714,151157,6095
VCP -> MGF,2025-11-01,E2,2,50790.0,101580,3248
VCP -> MII,2024-01-01,ATR,40,20427.2,817088,22080
VCP -> MII,2024-02-01,ATR,25,20411.76,510294,13824
VCP -> MII,2024-03-01,ATR,29,20668.03448275862,599373,15635
VCP -> MII,2024-04-01,ATR,48,20216.395833333332,970387,25768
VCP -> MII,2024-05-01,ATR,43,20544.232558139534,883402,24231
VCP -> MII,2024-06-01,ATR,50,20091.92,1004596,27857
VCP -> MII,2024-07-01,ATR,44,19645.43181818182,864399,24823
VCP -> MII,2024-08-01,ATR,27,19941.11111111111,538410,14839
VCP -> MII,2024-09-01,ATR,21,19969.333333333332,419356,12087
VCP -> MII,2024-10-01,ATR,20,20276.55,405531,11066
VCP -> MII,2024-11-01,ATR,18,20122.88888888889,362212,9930
VCP -> MII,2024-12-01,ATR,19,20368.157894736843,386995,10452
VCP -> MII,2025-01-01,ATR,26,19362.30769230769,503420,13840
VCP -> MII,2025-02-01,ATR,19,19274.21052631579,366210,10074
VCP -> MII,2025-03-01,ATR,21,19947.095238095237,418889,11549
VCP -> MII,2025-04-01,ATR,19,20399.57894736842,387592,10733
VCP -> MII,2025-05-01,ATR,25,20208.52,505213,13290
VCP -> MII,2025-06-01,ATR,17,20467.941176470587,347955,10066
VCP -> MII,2025-07-01,ATR,24,20072.5,481740,12882
VCP -> MII,2025-08-01,ATR,28,19966.10714285714,559051,15300
VCP -> MII,2025-09-01,ATR,30,20110.866666666665,603326,16588
VCP -> MII,2025-10-01,ATR,31,19936.612903225807,618035,17346
VCP -> MII,2025-11-01,ATR,8,20286.375,162291,4424
VCP -> MVD,2024-03-01,A320,3,56224.0,168672,12865
VCP -> MVD,2024-09-01,A320,2,58206.0,116412,8926
VCP -> MVD,2024-10-01,A320,3,57278.333333333336,171835,13323
VCP -> MVD,2025-04-01,A320,2,58838.5,117677,8986
VCP -> MVD,2025-04-01,E2,1,46484.0,46484,3703
VCP -> MVD,2025-07-01,E2,12,54309.75,651717,49273
VCP -> MVD,2025-08-01,E2,1,50764.0,50764,3702
VCP -> NAT,2024-01-01,A320,27,65861.0,1778247,164961
VCP -> NAT,2024-01-01,A321,2,75384.5,150769,14223
VCP -> NAT,2024-02-01,A320,18,66546.38888888889,1197835,111526
VCP -> NAT,2024-03-01,A320,21,69506.47619047618,1459636,134710
VCP -> NAT,2024-04-01,A320,22,69530.0,1529660,140456
VCP -> NAT,2024-05-01,A320,25,68777.84,1719446,157793
VCP -> NAT,2024-06-01,A320,29,67865.20689655172,1968091,180179
VCP -> NAT,2024-06-01,E1,1,43882.0,43882,6427
VCP -> NAT,2024-07-01,A320,25,68443.88,1711097,155119
VCP -> NAT,2024-07-01,E2,4,56127.25,224509,20855
VCP -> NAT,2024-08-01,A320,24,69177.54166666667,1660261,154412
VCP -> NAT,2024-08-01,A321,1,78170.0,78170,7093
VCP -> NAT,2024-08-01,E2,1,47095.0,47095,4356
VCP -> NAT,2024-09-01,A320,25,69151.8,1728795,158241
VCP -> NAT,2024-09-01,E2,11,55473.90909090909,610213,56496
VCP -> NAT,2024-09-01,A321,1,78748.0,78748,7026
VCP -> NAT,2024-10-01,A320,20,68589.05,1371781,125220
VCP -> NAT,2024-10-01,A321,8,79177.375,633419,58378
VCP -> NAT,2024-10-01,E2,5,55354.8,276774,26035
VCP -> NAT,2024-11-01,A320,24,69041.625,1656999,153814
VCP -> NAT,2024-11-01,A321,6,80226.0,481356,43719
VCP -> NAT,2024-11-01,E1,1,49965.0,49965,6685
VCP -> NAT,2024-12-01,A320,32,68861.96875,2203583,199056
VCP -> NAT,2024-12-01,A321,4,79811.5,319246,28513
VCP -> NAT,2024-12-01,E1,1,42935.0,42935,5794
VCP -> NAT,2024-12-01,E2,1,55481.0,55481,5184
VCP -> NAT,2025-01-01,A320,35,67834.85714285714,2374220,214732
VCP -> NAT,2025-01-01,A321,8,78435.625,627485,58165
VCP -> NAT,2025-01-01,E2,2,55188.5,110377,10432
VCP -> NAT,2025-02-01,A320,15,67717.73333333334,1015766,94563
VCP -> NAT,2025-02-01,A321,7,78610.42857142857,550273,50613
VCP -> NAT,2025-03-01,A320,25,68042.84,1701071,157198
VCP -> NAT,2025-03-01,A321,2,80686.5,161373,14846
VCP -> NAT,2025-04-01,A320,27,67874.48148148147,1832611,167243
VCP -> NAT,2025-04-01,A321,1,75131.0,75131,6686
VCP -> NAT,2025-04-01,E2,1,56051.0,56051,5137
VCP -> NAT,2025-05-01,A320,24,67942.875,1630629,146474
VCP -> NAT,2025-05-01,A321,1,68589.0,68589,6264
VCP -> NAT,2025-05-01,E2,1,56887.0,56887,5418
VCP -> NAT,2025-06-01,A320,23,69588.86956521739,1600544,145021
VCP -> NAT,2025-06-01,E2,2,55095.5,110191,9894
VCP -> NAT,2025-06-01,A321,1,77977.0,77977,7158
VCP -> NAT,2025-07-01,A320,22,69219.36363636363,1522826,136627
VCP -> NAT,2025-08-01,A320,21,69595.14285714286,1461498,130936
VCP -> NAT,2025-08-01,E2,4,55880.5,223522,20818
VCP -> NAT,2025-09-01,A320,33,71650.60606060606,2364470,212338
VCP -> NAT,2025-09-01,E2,1,56918.0,56918,5016
VCP -> NAT,2025-10-01,A320,21,71229.04761904762,1495810,134162
VCP -> NAT,2025-10-01,E2,2,57085.5,114171,10890
VCP -> NAT,2025-11-01,A320,10,71683.4,716834,63342
VCP -> NVT,2024-01-01,E2,26,51684.96153846154,1343809,38545
VCP -> NVT,2024-01-01,E1,11,43433.181818181816,477765,19729
VCP -> NVT,2024-01-01,A320,3,60028.666666666664,180086,5534
VCP -> NVT,2024-01-01,ATR,1,22583.0,22583,1085
VCP -> NVT,2024-02-01,E2,30,51072.13333333333,1532164,43779
VCP -> NVT,2024-02-01,E1,11,42826.90909090909,471096,20330
VCP -> NVT,2024-02-01,A320,4,62554.0,250216,7028
VCP -> NVT,2024-03-01,E2,43,51940.976744186046,2233462,64639
VCP -> NVT,2024-03-01,E1,3,45173.0,135519,5736
VCP -> NVT,2024-03-01,A320,2,61038.5,122077,3467
VCP -> NVT,2024-04-01,E2,41,50857.634146341465,2085163,61532
VCP -> NVT,2024-04-01,E1,5,44684.8,223424,9448
VCP -> NVT,2024-04-01,A320,3,62802.333333333336,188407,5405
VCP -> NVT,2024-05-01,E2,30,52100.9,1563027,43964
VCP -> NVT,2024-05-01,A320,19,60367.26315789474,1146978,32766
VCP -> NVT,2024-05-01,E1,9,43986.22222222222,395876,16232
VCP -> NVT,2024-06-01,E2,32,51425.96875,1645631,48494
VCP -> NVT,2024-06-01,E1,17,43275.0,735675,30731
VCP -> NVT,2024-06-01,A320,7,60813.0,425691,11898
VCP -> NVT,2024-06-01,ATR,1,22086.0,22086,832
VCP -> NVT,2024-07-01,E2,47,51243.17021276596,2408429,68189
VCP -> NVT,2024-07-01,E1,14,43004.5,602063,25011
VCP -> NVT,2024-07-01,A320,6,62121.333333333336,372728,11842
VCP -> NVT,2024-07-01,ATR,1,16468.0,16468,674
VCP -> NVT,2024-08-01,E2,41,50993.85365853659,2090748,60419
VCP -> NVT,2024-08-01,E1,11,43722.09090909091,480943,20690
VCP -> NVT,2024-08-01,A320,9,62777.333333333336,564996,16629
VCP -> NVT,2024-09-01,E1,33,44020.90909090909,1452690,60705
VCP -> NVT,2024-09-01,E2,23,50861.86956521739,1169823,34426
VCP -> NVT,2024-09-01,A320,5,61720.6,308603,8621
VCP -> NVT,2024-10-01,E2,44,51812.38636363636,2279745,68080
VCP -> NVT,2024-10-01,E1,25,43149.64,1078741,45464
VCP -> NVT,2024-10-01,A320,4,64511.25,258045,7648
VCP -> NVT,2024-10-01,ATR,1,22003.0,22003,862
VCP -> NVT,2024-11-01,E2,32,51974.75,1663192,48179
VCP -> NVT,2024-11-01,E1,23,44538.95652173913,1024396,43769
VCP -> NVT,2024-11-01,A320,5,62419.2,312096,9206
VCP -> NVT,2024-12-01,E1,50,44633.0,2231650,92579
VCP -> NVT,2024-12-01,E2,18,51312.5,923625,26968
VCP -> NVT,2024-12-01,A320,2,55716.5,111433,3410
VCP -> NVT,2025-01-01,E2,60,51729.683333333334,3103781,91370
VCP -> NVT,2025-01-01,E1,30,44399.333333333336,1331980,57811
VCP -> NVT,2025-01-01,A320,1,57169.0,57169,1612
VCP -> NVT,2025-02-01,E2,46,51620.782608695656,2374556,67815
VCP -> NVT,2025-02-01,E1,19,44191.15789473684,839632,34113
VCP -> NVT,2025-02-01,A320,7,60372.28571428572,422606,11666
VCP -> NVT,2025-02-01,ATR,1,20899.0,20899,844
VCP -> NVT,2025-03-01,E2,52,52197.307692307695,2714260,76404
VCP -> NVT,2025-03-01,E1,27,43914.59259259259,1185694,50351
VCP -> NVT,2025-04-01,E2,57,52933.087719298244,3017186,87232
VCP -> NVT,2025-04-01,A320,2,61897.0,123794,3626
VCP -> NVT,2025-04-01,E1,1,45915.0,45915,1737
VCP -> NVT,2025-05-01,E2,23,51898.82608695652,1193673,33924
VCP -> NVT,2025-05-01,E1,20,44669.9,893398,37328
VCP -> NVT,2025-05-01,A320,11,62010.0,682110,19442
VCP -> NVT,2025-05-01,ATR,1,21979.0,21979,752
VCP -> NVT,2025-06-01,E1,37,45264.16216216216,1674774,70465
VCP -> NVT,2025-06-01,E2,11,51202.09090909091,563223,15929
VCP -> NVT,2025-06-01,A320,5,61639.4,308197,9042
VCP -> NVT,2025-07-01,E1,85,45255.23529411765,3846695,161845
VCP -> NVT,2025-07-01,A320,3,61022.0,183066,5353
VCP -> NVT,2025-08-01,E1,78,44973.51282051282,3507934,146049
VCP -> NVT,2025-08-01,A320,4,62398.0,249592,7784
VCP -> NVT,2025-08-01,E2,4,52593.0,210372,6242
VCP -> NVT,2025-09-01,E1,85,45120.25882352941,3835222,163917
VCP -> NVT,2025-09-01,E2,9,51936.11111111111,467425,13547
VCP -> NVT,2025-09-01,A320,5,61887.6,309438,11347
VCP -> NVT,2025-10-01,E1,88,45034.11363636364,3963002,169372
VCP -> NVT,2025-10-01,E2,9,51832.555555555555,466493,13019
VCP -> NVT,2025-11-01,E1,29,44889.58620689655,1301798,57855
VCP -> NVT,2025-11-01,E2,4,52518.0,210072,6143
VCP -> NVT,2025-11-01,A320,1,60681.0,60681,1780
VCP -> OAL,2025-03-01,E2,5,57568.8,287844,24875
VCP -> OAL,2025-04-01,E2,5,57488.0,287440,25542
VCP -> OAL,2025-05-01,E2,4,57836.5,231346,19705
VCP -> OAL,2025-06-01,E2,4,57860.75,231443,20483
VCP -> OAL,2025-07-01,E2,3,57895.666666666664,173687,15355
VCP -> OAL,2025-08-01,E2,7,57603.142857142855,403222,36490
VCP -> OAL,2025-09-01,E2,7,57134.57142857143,399942,35915
VCP -> OAL,2025-10-01,E2,6,57167.666666666664,343006,29772
VCP -> OAL,2025-11-01,E2,3,58259.0,174777,15302
VCP -> OPS,2024-01-01,A320,20,70519.65,1410393,97451
VCP -> OPS,2024-02-01,A320,16,68413.0625,1094609,74351
VCP -> OPS,2024-03-01,A320,17,69410.0,1179970,79237
VCP -> OPS,2024-04-01,A320,21,68051.42857142857,1429080,95994
VCP -> OPS,2024-05-01,A320,20,69590.9,1391818,95975
VCP -> OPS,2024-06-01,A320,21,69239.28571428571,1454025,96966
VCP -> OPS,2024-07-01,A320,20,69787.1,1395742,94503
VCP -> OPS,2024-08-01,A320,20,68786.45,1375729,93116
VCP -> OPS,2024-09-01,A320,20,68916.7,1378334,92321
VCP -> OPS,2024-10-01,A320,19,67684.52631578948,1286006,89447
VCP -> OPS,2024-10-01,E1,1,49361.0,49361,4913
VCP -> OPS,2024-11-01,A320,21,67860.47619047618,1425070,96257
VCP -> OPS,2024-11-01,E1,1,46153.0,46153,4534
VCP -> OPS,2024-12-01,A320,18,68284.94444444444,1229129,83508
VCP -> OPS,2025-01-01,A320,23,70229.43478260869,1615277,106382
VCP -> OPS,2025-02-01,A320,21,68341.61904761905,1435174,95333
VCP -> OPS,2025-03-01,A320,24,68629.375,1647105,112538
VCP -> OPS,2025-04-01,A320,23,69498.69565217392,1598470,110590
VCP -> OPS,2025-05-01,A320,25,70064.24,1751606,118351
VCP -> OPS,2025-06-01,A320,21,69108.95238095238,1451288,99557
VCP -> OPS,2025-07-01,A320,22,69884.95454545454,1537469,103928
VCP -> OPS,2025-07-01,E2,1,55309.0,55309,3869
VCP -> OPS,2025-08-01,A320,20,70238.9,1404778,97618
VCP -> OPS,2025-09-01,A320,24,69553.41666666667,1669282,112453
VCP -> OPS,2025-09-01,E2,1,57178.0,57178,4081
VCP -> OPS,2025-10-01,A320,22,69199.31818181818,1522385,103417
VCP -> OPS,2025-11-01,A320,10,68048.7,680487,48737
VCP -> PDP,2024-01-01,E1,1,49817.0,49817,5554
VCP -> PDP,2024-01-01,E2,1,52208.0,52208,3788
VCP -> PDP,2024-12-01,E2,4,55757.75,223031,16343
VCP -> PDP,2025-01-01,E2,7,52606.71428571428,368247,27438
VCP -> PDP,2025-02-01,E2,1,53687.0,53687,3694
